id,a,b,c
6551,0.78,2.96,z
6552,0.27,2.59,z
6553,0.62,5.29,z
6554,0.07,5.62,y
6555,0.55,2.71,x
6556,0.28,5.75,x
6557,0.97,8.34,y
6558,0.21,2,y
6559,0.11,5.98,x
6560,0.18,2.05,z
6561,0.88,2.03,y
6562,0.49,8.64,z
6563,0.6,4.39,y
6564,0.84,6.1,z
6565,0.38,6.13,x
6566,0.52,2.41,x
6567,0.06,4.07,z
6568,0.02,5.64,z
6569,0.16,5.32,x
6570,0.97,0.6,y
6571,0.72,6.92,x
6572,0.88,6.23,y
6573,0.45,3.43,x
6574,0.55,1.92,y
6575,0.91,3.18,z
6576,0.4,4.41,x
6577,0.62,6.69,y
6578,0.98,4.25,y
6579,0.31,1.77,y
6580,0.83,7.84,x
6581,0.5,-0.12,z
6582,0.35,5.68,y
6583,0.19,3.72,y
6584,0.24,4.89,y
6585,0.24,7.55,z
6586,0.07,4.2,y
6587,0.47,5.76,y
6588,0.85,6.23,z
6589,0.55,3.6,z
6590,0.9,5.78,z
6591,0.24,9.38,x
6592,0.87,1.4,y
6593,0.54,7.42,x
6594,0.76,2.57,z
6595,0.58,6.28,x
6596,0.61,5.11,z
6597,0.47,2.57,y
6598,0.6,7.95,x
6599,0.88,4.84,y
6600,0.98,5.35,x
6601,0.95,4.51,z
6602,0.33,5.67,x
6603,0.23,4.58,z
6604,0.25,5.11,x
6605,0.64,5.53,y
6606,0.66,7.02,x
6607,0.37,5.44,y
6608,0.28,4.1,x
6609,0.74,4.45,z
6610,0.1,4.26,y
6611,0.61,4.9,y
6612,0.18,7.18,x
6613,0.04,1.69,z
6614,0.69,7.29,z
6615,0.63,3.05,z
6616,0.97,9.11,y
6617,0.7,2.36,y
6618,0.94,6.37,x
6619,0.86,2.77,z
6620,0.13,6.41,z
6621,0.1,2.02,z
6622,0.57,4.27,x
6623,0.96,6.54,y
6624,0.98,4.42,x
6625,0.17,5.69,z
6626,0.92,2.01,z
6627,0.88,2.24,z
6628,0.83,6.62,x
6629,0.88,5.66,z
6630,0.58,4.81,z
6631,0.11,6.49,y
6632,0.89,3.75,y
6633,0.19,2.32,x
6634,0.86,5.82,x
6635,0.15,2.31,y
6636,0.42,3.44,y
6637,0.7,8.03,z
6638,0.21,5.8,x
6639,0.45,8.06,z
6640,0.39,4.47,x
6641,0.75,0.97,x
6642,0.08,2.83,y
6643,0.22,4.67,y
6644,0.81,7.25,x
6645,0.44,0.85,y
6646,0.46,6.81,x
6647,0.15,5.9,z
6648,0.01,3.27,x
6649,0.55,4.86,z
6650,0.14,7.79,z
6651,0.44,7.56,z
6652,0.65,5.77,z
6653,0.72,6.35,z
6654,0.85,1.32,z
6655,0.91,7.37,z
6656,0.65,8.57,x
6657,0.39,6.6,y
6658,0.13,1.38,y
6659,0.54,2.29,z
6660,0.23,5.23,z
6661,0.79,5.76,y
6662,1,8.07,x
6663,0.43,3.62,y
6664,0.92,1.09,y
6665,0.02,2.79,x
6666,0.63,3.86,z
6667,0.5,2.86,y
6668,0.46,6.5,z
6669,0.87,3.53,x
6670,0.48,5.07,x
6671,0.54,7.84,x
6672,0.79,5.47,x
6673,0.71,4.81,z
6674,0.41,4.92,y
6675,0.74,4.96,z
6676,0.29,3.69,z
6677,0.15,4.61,y
6678,0.39,4.53,x
6679,0.83,3.61,z
6680,0.51,4.52,z
6681,0.16,4.05,x
6682,0.83,5.68,y
6683,0.11,3.09,x
6684,0.01,4.41,y
6685,0.85,6.11,y
6686,0.97,7.35,y
6687,0.35,4.05,x
6688,0.57,3.11,x
6689,0.65,6.28,x
6690,0.66,3.35,x
6691,0.84,0.93,x
6692,0.74,7.77,z
6693,0.53,7.3,y
6694,0.26,5.1,z
6695,0.41,11.27,x
6696,0.13,6.45,z
6697,0.32,4.17,x
6698,0.16,2.5,y
6699,0.8,4.62,y
6700,0.71,3.1,z
6701,0.74,3.27,y
6702,0.74,4.43,x
6703,0.38,5.67,x
6704,0.11,7.28,y
6705,0.5,5.44,x
6706,0.46,2.65,x
6707,0.48,9.07,y
6708,0.07,3.17,z
6709,0.82,7.04,y
6710,0.65,5.77,x
6711,0.46,6.55,y
6712,0.3,6.52,y
6713,0.55,4.73,y
6714,0.21,7.6,x
6715,0.71,5.28,y
6716,0.61,8.65,z
6717,0.18,6.14,x
6718,0.87,7.13,x
6719,0.35,5.07,y
6720,0.05,5.12,z
6721,0.14,5.28,z
6722,0.31,4.87,x
6723,0.4,8.03,y
6724,0.97,4.47,y
6725,0.16,4.92,x
6726,0.71,6.08,z
6727,0,2.87,x
6728,1,5.15,x
6729,0.87,2.29,z
6730,0.08,5.22,y
6731,0.89,10.85,z
6732,0.56,2.58,z
6733,0.35,5.64,z
6734,0.18,3.93,x
6735,0.91,3.88,y
6736,0.88,3.21,y
6737,0.34,4.68,y
6738,0.91,3.14,x
6739,0.96,5.62,y
6740,0.68,6.08,z
6741,0.29,1.8,x
6742,0.95,6.02,x
6743,0.84,4.24,x
6744,0.83,3.37,x
6745,0.46,8.22,y
6746,0.07,8.54,y
6747,0.55,2.07,x
6748,0.07,6.34,x
6749,0.01,9.74,x
6750,0.85,10.79,z
6751,0.1,5.52,x
6752,0.01,3.46,z
6753,0.48,6.37,x
6754,0.63,6.5,x
6755,0.03,1.11,y
6756,0.33,5.23,z
6757,0.52,6.62,z
6758,0.34,6.02,x
6759,0.66,3.39,y
6760,0.13,4.35,y
6761,0.06,6.85,y
6762,0.64,4.32,y
6763,0.29,7.07,z
6764,0.61,1.8,x
6765,0.5,6.91,x
6766,0.72,4.84,y
6767,0.87,8.69,y
6768,0.65,8.79,y
6769,0.44,4.16,x
6770,0.67,5.46,z
6771,0.37,4.83,x
6772,0.7,3.85,x
6773,0.41,4.54,x
6774,0.26,3.32,x
6775,0.43,4.3,x
6776,0.85,6.22,z
6777,0.75,5.26,x
6778,0.86,5.4,z
6779,0.7,3.79,y
6780,0.53,1.68,x
6781,0.35,6.45,z
6782,0.39,2.24,x
6783,0.18,7.06,y
6784,0.53,7.65,z
6785,0.32,4.25,y
6786,0.83,5.42,y
6787,0.04,6.8,z
6788,0.3,2.96,y
6789,0.45,8.13,z
6790,0.8,0.92,x
6791,0.78,2.06,y
6792,0.76,4.48,y
6793,0.66,5.66,x
6794,0.02,5.44,y
6795,0.22,5.31,x
6796,0.25,6.05,z
6797,0.66,0.48,x
6798,0.1,5.07,z
6799,0.12,7.7,x
6800,0.88,3.59,y
6801,0.45,5.75,y
6802,0.15,3.72,z
6803,0.28,6.38,y
6804,0.34,7.04,x
6805,0.74,4.66,z
6806,0.38,0.54,x
6807,0.86,3.73,y
6808,0.88,6.24,x
6809,0.33,4.25,y
6810,0.71,6.83,x
6811,0.75,3,z
6812,0.46,8.7,y
6813,0.55,6.71,y
6814,0.24,2.99,z
6815,0.78,0.05,x
6816,0.69,2.94,x
6817,0.9,6.43,y
6818,0.46,5.87,z
6819,0.62,7.52,z
6820,0,5.14,x
6821,0.45,2.09,x
6822,0.83,2.21,y
6823,0.83,4.23,z
6824,0.68,7.11,y
6825,0.83,4.49,z
6826,0.33,4.2,y
6827,0.22,5.68,z
6828,0.56,1.15,x
6829,0.28,6.5,y
6830,0.23,0.47,z
6831,0.82,7.88,z
6832,0.98,6.62,y
6833,0.68,2.58,x
6834,0.55,1.34,x
6835,0.25,8.29,x
6836,0.92,6.58,x
6837,0.82,3.48,x
6838,0.91,3.14,x
6839,0.74,2.11,x
6840,0.24,5.82,z
6841,0.92,5.78,y
6842,0.25,6.09,y
6843,0.48,3.56,z
6844,0.61,7.49,x
6845,0.04,6.14,z
6846,0.35,4.85,z
6847,0.66,2.41,x
6848,0.87,1.47,z
6849,0.88,3.25,z
6850,0.57,6.03,x
6851,0.22,5.04,x
6852,0.7,9.03,y
6853,0.14,5.42,z
6854,0.44,5.84,x
6855,0.84,7.06,z
6856,0.25,7.01,z
6857,0.34,3.63,x
6858,0.61,1.59,x
6859,0.56,4.87,z
6860,0.67,1.98,x
6861,0.32,5.41,z
6862,0.17,2.13,z
6863,0.08,7.47,y
6864,0.51,3.04,z
6865,0.95,1.34,y
6866,0.36,4.03,z
6867,0.58,2.99,z
6868,0.79,6.83,x
6869,0.74,2.43,z
6870,0.62,5.16,y
6871,0.88,5.13,y
6872,0.51,9.32,y
6873,0.72,7.29,y
6874,0.86,5.08,z
6875,0.73,4.91,y
6876,0.44,2.69,x
6877,0.08,4.77,x
6878,0.53,9.1,z
6879,0.73,5.74,z
6880,0.51,1.81,z
6881,0.98,3.96,y
6882,0.56,4.17,x
6883,0.57,5.56,x
6884,0.69,3.71,x
6885,0.21,2.51,x
6886,0.81,4.88,z
6887,0.78,2,x
6888,0.62,3.44,z
6889,0.89,2.52,x
6890,0.59,3.89,x
6891,0.9,1.8,x
6892,0.46,9.29,z
6893,0.66,3.64,z
6894,0.87,5.93,z
6895,0.39,8.74,y
6896,0.72,7.49,x
6897,0.62,4.7,x
6898,0.38,5.31,y
6899,0.26,7.35,x
6900,0.64,4.95,z
6901,0.94,6.95,z
6902,0.22,6.69,x
6903,0.7,9.16,x
6904,0.35,5.28,z
6905,0.87,4.09,z
6906,0.01,2.29,z
6907,0.89,7.06,y
6908,0.22,6.37,y
6909,0.46,9.45,y
6910,0.68,5.28,z
6911,0.74,8.56,x
6912,0.99,6.14,x
6913,0.53,3.69,y
6914,0.02,4.41,z
6915,0.4,7.18,z
6916,0.56,6.97,z
6917,0.01,4.4,x
6918,0.22,4.41,x
6919,0.28,0.18,z
6920,0.42,4.09,y
6921,0.51,5.09,y
6922,0.64,6.36,y
6923,0.86,8.4,x
6924,0.16,0.7,z
6925,0.05,3.53,z
6926,0.17,4.54,z
6927,0.18,6.74,z
6928,0.49,7.25,y
6929,0.83,4.76,y
6930,0.06,5.38,y
6931,0.79,5.67,z
6932,0.05,4.53,y
6933,0.62,5.32,z
6934,0.35,5.32,y
6935,0.23,7.24,x
6936,0.35,6.2,x
6937,0.88,4.63,y
6938,0.06,6.02,z
6939,0.1,4.69,x
6940,0.13,5.83,z
6941,0.49,8.07,x
6942,0.52,8.14,z
6943,0.78,7.76,y
6944,0.08,7.61,x
6945,0.19,3.56,z
6946,0.91,2.7,y
6947,0.66,3.86,x
6948,0.02,2.94,z
6949,0.18,7.84,z
6950,0.16,2.02,x
6951,0.55,3.59,z
6952,0.6,1.99,y
6953,0.14,8.53,z
6954,0.14,6.45,x
6955,0.81,7.1,z
6956,0.41,5.35,z
6957,0.22,3.15,z
6958,0.2,4.8,x
6959,0.91,2.93,y
6960,0.74,4.98,y
6961,0.28,4.09,x
6962,0.67,5.06,z
6963,0.31,7.59,y
6964,0.79,3.38,x
6965,0.91,2.38,z
6966,0.64,2.86,z
6967,0.99,7.12,z
6968,0.98,6.64,y
6969,0.39,5.26,x
6970,0.87,4.21,x
6971,0.76,2.28,x
6972,0.58,5.08,z
6973,0.25,5.14,y
6974,0.06,2.15,z
6975,0.47,7.32,y
6976,0.37,7.38,y
6977,0.51,5.65,z
6978,0.83,4.74,z
6979,0.95,5.04,y
6980,0.78,3.3,y
6981,0.92,4.71,x
6982,0.96,2.36,z
6983,0.96,4.48,x
6984,0.98,7.1,y
6985,0.89,2.15,y
6986,0.22,1.39,y
6987,0.19,9.74,y
6988,0.02,6.5,z
6989,0.15,6.11,y
6990,0.87,5.96,z
6991,0.4,4.56,z
6992,0.97,5.58,z
6993,0.91,4.07,z
6994,0.85,2.41,x
6995,0.22,7.02,z
6996,0.42,7.41,y
6997,0.97,6.84,y
6998,0.58,0.02,x
6999,0.47,6.38,z
7000,0.67,7.44,y
7001,0.35,4.6,y
7002,0.7,5.3,y
7003,0.45,3.16,x
7004,0.65,3.81,z
7005,0.61,2.97,z
7006,0.27,6.18,x
7007,0.93,7.72,z
7008,0.28,4.83,y
7009,0.84,6.49,x
7010,0.62,5.6,x
7011,0.71,9.11,z
7012,0.24,3.83,y
7013,0.83,0.34,y
7014,0.7,3.66,x
7015,0.6,2.82,z
7016,0.67,5.81,x
7017,0.11,3.81,z
7018,0.31,5.78,z
7019,0.74,3.68,y
7020,0.42,3.92,y
7021,0.81,3.4,x
7022,0.51,7.62,x
7023,0.69,3.88,x
7024,0.98,2.31,x
7025,0.34,4.67,z
7026,0.22,6.14,z
7027,0.8,2.89,z
7028,0.29,3.29,z
7029,0.1,5.04,y
7030,0.95,2.94,x
7031,0.99,5.03,x
7032,0.06,6.45,y
7033,0.25,4.83,y
7034,0.87,7.53,y
7035,0.21,6.43,x
7036,0.06,2.88,x
7037,0.95,3.27,x
7038,0.63,7.2,y
7039,0.33,2.35,z
7040,0.51,4.63,y
7041,0.21,4.98,z
7042,0.36,7.7,z
7043,0.17,5.09,y
7044,0.17,4.51,z
7045,0.88,6.46,x
7046,0.64,3.56,z
7047,0.67,6.81,z
7048,0.03,-0.81,x
7049,0.14,5.26,x
7050,0.54,4.92,z
7051,0.14,5.99,z
7052,0.31,0.52,z
7053,0.8,5.16,x
7054,0.88,4.25,z
7055,0.29,5.4,y
7056,0.93,5.43,z
7057,0.23,5.93,z
7058,0.23,5.78,x
7059,0.46,7.2,z
7060,0.4,4.48,z
7061,0.02,4.28,z
7062,0.55,8.66,x
7063,0.07,1.79,x
7064,0.86,7.15,x
7065,0.64,5.1,z
7066,0.9,6.41,x
7067,0.05,2.97,z
7068,0.9,3.72,y
7069,0.52,4.74,y
7070,0.37,4.33,y
7071,0.36,2.97,y
7072,0.73,9.87,x
7073,0.92,3.44,y
7074,0.82,6.89,y
7075,0.23,6.21,y
7076,0.95,7.22,z
7077,0.28,3.6,y
7078,0.19,3.97,y
7079,0.43,2.64,y
7080,0.99,5.39,y
7081,0.58,2.2,z
7082,0.76,3.69,x
7083,0.18,4.43,x
7084,0.85,3.2,z
7085,0.8,4.9,x
7086,0.14,5.65,z
7087,0.6,7.24,y
7088,0.32,3.65,x
7089,0.51,3.16,z
7090,0.47,4.42,x
7091,0.81,2.62,z
7092,0.22,3.83,y
7093,0.87,5.45,x
7094,0.28,4.61,y
7095,0.18,3.21,y
7096,0.13,5.17,z
7097,0.26,3.18,x
7098,0.55,4.63,x
7099,0.14,9.07,x
7100,0.89,6.28,x
7101,0.7,2.82,z
7102,0.28,3.36,y
7103,0.57,0.82,z
7104,0.03,6.09,y
7105,0.13,3.5,x
7106,0.69,5.98,y
7107,0.43,8.64,y
7108,0.69,6.76,y
7109,0.68,5.71,y
7110,0.7,6.71,y
7111,0.29,3.67,y
7112,0.73,4.61,x
7113,0.29,7.42,y
7114,0,6.35,x
7115,0.12,2.9,z
7116,0.97,2.82,x
7117,0.25,7.1,x
7118,0.68,3.78,y
7119,0.8,2.71,x
7120,0.65,2.21,x
7121,0.06,3.61,y
7122,0.12,7.66,z
7123,0.67,8.64,y
7124,0.67,4.57,z
7125,0.25,8.06,x
7126,0.23,6.08,x
7127,0.86,6.45,x
7128,0.58,5.2,z
7129,0.59,5.54,z
7130,0.45,1.36,z
7131,0.59,6.77,y
7132,0.51,5.34,x
7133,0.64,2.24,y
7134,0.75,7.88,z
7135,0.14,4.96,y
7136,0.48,6.41,y
7137,0.77,4.67,x
7138,0.31,6.07,x
7139,0.33,6.39,z
7140,0.42,0.04,z
7141,0,6.95,y
7142,0.39,9.07,x
7143,0.96,7.88,z
7144,0.31,1.78,x
7145,0.86,2.24,y
7146,0.84,5.76,z
7147,0.82,2.61,y
7148,0.54,2.23,x
7149,0.7,2.96,z
7150,0.31,5.53,x
7151,0.11,7.39,x
7152,0.66,8.71,x
7153,0.67,5.36,z
7154,0.3,1.92,z
7155,0.38,5.14,z
7156,0.97,7.09,y
7157,0.09,4.8,x
7158,0.11,4.04,y
7159,0.13,5.82,x
7160,0.44,2.24,y
7161,0.13,5.08,y
7162,0.85,5.26,x
7163,0.05,3.25,z
7164,0.26,6.47,x
7165,0.98,6.18,z
7166,0.42,1.5,y
7167,0.75,2.77,y
7168,0.66,8.39,z
7169,0.07,4.48,z
7170,0.16,4.62,x
7171,0.84,2.61,z
7172,0.84,4.69,x
7173,0.76,3.5,z
7174,0.05,5.5,y
7175,0.19,4.32,x
7176,0.41,8.63,x
7177,0.27,2.9,x
7178,0.05,4.78,z
7179,0.32,2.51,y
7180,0.2,5.39,y
7181,0.93,5.76,z
7182,0.99,3.31,x
7183,0.6,3.97,y
7184,0.4,5.22,z
7185,0.25,4.86,z
7186,0.98,6.42,x
7187,0.94,2.27,y
7188,0.4,2.85,z
7189,0.96,5.56,x
7190,0.29,2.91,z
7191,0.29,2.06,x
7192,0.3,5.69,y
7193,0.26,4.09,x
7194,0.76,3.41,x
7195,0.1,3.77,z
7196,0.17,1.02,z
7197,0.49,2.45,x
7198,0.81,6.67,x
7199,0.29,3.61,y
7200,0.23,3.72,y
7201,0.39,4.88,y
7202,0.51,6.41,x
7203,0.2,3.31,y
7204,0.21,4.05,x
7205,0.85,3.48,y
7206,0.05,3.41,z
7207,0.97,3.98,x
7208,0.93,4.82,z
7209,0.97,5.65,x
7210,0.76,3.07,y
7211,0.78,6.67,y
7212,0.17,4.11,z
7213,0.19,6.57,x
7214,0.12,8.18,y
7215,0.49,5.93,z
7216,0.5,2.85,y
7217,0.29,7.39,x
7218,0.76,4.85,x
7219,0.25,5.93,x
7220,0.4,4.86,y
7221,0.35,6.37,z
7222,0.5,3.34,y
7223,0.96,5.9,z
7224,0.56,9.21,z
7225,0.58,7.65,x
7226,0.7,3.45,x
7227,0.97,7.03,y
7228,0.12,8.85,x
7229,0.54,6.94,x
7230,0.99,6.73,z
7231,0.46,9,x
7232,0.09,0.4,x
7233,0.03,5.36,z
7234,0.09,4.76,x
7235,0.56,4.33,z
7236,0.41,8.16,z
7237,0.44,4.29,z
7238,0.46,7.27,y
7239,0.14,6.27,x
7240,0.58,5.43,y
7241,0.7,3.04,y
7242,0.4,4.56,y
7243,0.99,6.23,x
7244,0.46,8.21,y
7245,0.09,6.31,y
7246,0.42,4.99,z
7247,0.34,7.55,y
7248,0.78,3.97,y
7249,0.25,5.48,y
7250,0.44,2.81,y
7251,0.36,3.73,y
7252,0.4,3.99,x
7253,0.29,7.04,y
7254,0.05,4.86,z
7255,0.14,2.63,y
7256,0.04,4.34,y
7257,0.74,6.3,x
7258,0.35,5.45,z
7259,0.3,3.1,x
7260,0.17,8.21,x
7261,0.71,2.59,y
7262,0.04,5.45,y
7263,0.48,3.8,z
7264,0.04,1.76,y
7265,0.19,6.06,y
7266,0.77,7.4,z
7267,0.54,4.76,y
7268,0.54,3.78,x
7269,0.85,4.56,x
7270,0.65,2.46,x
7271,0.05,4.17,z
7272,0.05,6.22,z
7273,0.98,2.94,z
7274,0.26,3.79,x
7275,0.04,3.2,y
7276,0.46,5.7,y
7277,0.34,5.52,z
7278,0.25,7.59,z
7279,0.55,2.84,x
7280,0.56,4.64,y
7281,0.51,5.21,z
7282,0.3,5.13,y
7283,0.04,5.01,y
7284,0.92,6.99,z
7285,0.1,5.37,y
7286,0.7,5.76,z
7287,0.39,5.89,x
7288,0.36,3.17,z
7289,0.65,3.97,z
7290,0.66,5.5,y
7291,0.32,4.34,z
7292,0.34,5.9,z
7293,0.87,3.81,x
7294,0.86,1.81,z
7295,0.76,4.89,z
7296,0.85,5.71,y
7297,0.05,5.96,x
7298,0.36,4.87,y
7299,0.19,0.6,x
7300,0.4,4.48,y
7301,0.71,3.6,z
7302,1,3.96,z
7303,0.57,7.12,x
7304,0.53,3.28,z
7305,0.57,5.48,x
7306,0.16,6.44,y
7307,0.46,3.27,y
7308,0.63,4.94,z
7309,0.93,4.09,x
7310,0.52,3.45,x
7311,0.32,6.31,y
7312,0.01,4.14,z
7313,0.97,3.04,x
7314,0.63,2.99,z
7315,0.67,6.57,x
7316,0.87,2.31,x
7317,0.61,7.27,x
7318,1,2.7,x
7319,0.13,4.93,y
7320,0.9,5.57,x
7321,0.37,2.27,z
7322,0.55,2.51,y
7323,0.99,6.99,y
7324,0.86,5.23,x
7325,0.32,3.71,z
7326,0.49,5.13,y
7327,0.42,3.23,z
7328,0.54,2.53,z
7329,0.08,5.02,z
7330,0.3,8.96,z
7331,0.27,7.78,x
7332,0.82,5.24,z
7333,0.09,3.66,x
7334,0.35,4.95,x
7335,0.85,6.79,y
7336,0.98,5.29,z
7337,0.9,4.83,z
7338,0.33,5.02,x
7339,0.61,4.52,z
7340,0.26,1.82,z
7341,0.52,7.19,z
7342,0.22,3.37,z
7343,0.1,7.56,y
7344,0.54,4.32,y
7345,0.97,4.32,z
7346,0.81,4.04,y
7347,0.43,8.13,y
7348,0.92,5.78,y
7349,0.24,6.25,x
7350,0.76,4.55,y
7351,0.71,2.71,z
7352,0.01,5.19,x
7353,0.97,6.42,y
7354,0.76,7.41,x
7355,0.6,7.12,x
7356,0.94,8.2,z
7357,0.16,7.54,x
7358,0.62,8.16,z
7359,0.39,3.8,x
7360,0,4.17,z
7361,0.98,4.63,y
7362,0.67,3.25,x
7363,0.03,5.38,y
7364,0.27,5.37,x
7365,0.59,6,y
7366,0.93,9.58,x
7367,0.74,5.55,y
7368,0.18,4.19,x
7369,0.69,6.78,z
7370,0.3,3.55,z
7371,0.11,3.5,z
7372,0.75,3.4,z
7373,0.7,5.87,x
7374,0.09,6.82,z
7375,0.86,5.95,y
7376,0.56,4.8,z
7377,0.45,5.54,y
7378,0.29,5.75,y
7379,0.55,1.04,z
7380,0.66,6.33,z
7381,0.99,6.94,z
7382,0.11,5.7,x
7383,0.96,4.27,y
7384,0.87,5.88,x
7385,0.4,2.71,z
7386,0.52,4.05,y
7387,0.86,4.73,x
7388,0,3.95,z
7389,0.18,3.24,y
7390,0.17,7.4,x
7391,0.58,3.43,y
7392,0.42,4.64,y
7393,0.63,4.66,z
7394,0.64,3.78,y
7395,0.87,5.31,y
7396,0.72,5.09,z
7397,0.92,3.03,y
7398,0.94,5.09,z
7399,0.65,7.96,x
7400,0.27,7.36,y
7401,0.96,7.56,z
7402,0.81,6.88,y
7403,0.64,9.47,z
7404,0.07,3.63,z
7405,0.79,7.02,z
7406,0.34,3.99,x
7407,0.65,8.22,y
7408,0.26,3.35,z
7409,0.88,4.46,z
7410,0.59,5.37,y
7411,1,8.98,x
7412,0.1,4.17,z
7413,0.84,9.08,y
7414,0.98,8.68,z
7415,0.26,4.11,x
7416,0.84,3.12,x
7417,0.15,9.6,z
7418,0.38,3.68,y
7419,0.68,5.44,x
7420,0.09,3.52,y
7421,0.35,7.06,y
7422,0.18,4.41,y
7423,0.06,8.79,x
7424,0.46,5.58,y
7425,0.36,5.57,y
7426,0.01,3.92,y
7427,0.77,4.44,z
7428,0.28,4.12,y
7429,0.54,5.25,z
7430,0.87,6.25,y
7431,0.8,4.39,x
7432,0.88,5.1,y
7433,0.55,7.76,z
7434,0.16,6.52,y
7435,0.3,3.2,y
7436,0.61,3.01,y
7437,0.87,9.41,x
7438,0.18,2.8,y
7439,0.03,4.23,y
7440,0.23,6.8,z
7441,0.98,6.45,x
7442,0.33,8.86,x
7443,0.24,6.54,x
7444,0.77,8.12,x
7445,0.38,8.39,z
7446,0.74,5.35,x
7447,0.72,7.82,x
7448,0.33,5.09,x
7449,0,6.79,y
7450,0.86,2.03,z
7451,0.25,2.87,y
7452,0,4.86,x
7453,0.38,8.74,z
7454,0.37,5.17,x
7455,0.02,6.18,x
7456,0.91,3.79,y
7457,0.63,3.86,x
7458,0.94,5.58,y
7459,0.21,5.63,y
7460,0.81,4.4,z
7461,0.58,1.63,x
7462,0.56,3.9,y
7463,0.25,1.29,x
7464,0.58,5.63,z
7465,0.82,5.68,z
7466,0.31,6.5,y
7467,0.62,3.3,z
7468,0.12,3.07,y
7469,0.61,3.21,x
7470,0.27,2.82,x
7471,0.2,6.97,z
7472,0.44,4.45,y
7473,0.7,7.45,x
7474,0.08,2.65,z
7475,0.18,5.12,x
7476,0.4,3.38,y
7477,0.28,5.59,y
7478,0.04,7.71,y
7479,0.22,4.28,z
7480,0.15,5.46,x
7481,0.35,5.62,z
7482,0.1,5.08,x
7483,0.64,8.02,x
7484,0.27,3.1,x
7485,0.28,4.13,z
7486,0.85,2.98,y
7487,0.84,7.73,x
7488,0.2,3.61,x
7489,0.08,7.55,z
7490,0.93,7.72,y
7491,0.22,3.18,y
7492,0.08,3.64,z
7493,0.62,5.82,x
7494,0.38,2.34,x
7495,0.61,4.88,z
7496,0.27,3.11,y
7497,0.7,3.73,y
7498,0.29,6.42,x
7499,0.48,5.36,z
7500,0.29,7.19,y
7501,0.31,5.6,x
7502,0,2.59,y
7503,0.67,6.58,y
7504,0.09,4.85,z
7505,0.37,4.97,x
7506,0.75,6.07,y
7507,0.75,4.91,y
7508,0.95,4.21,x
7509,0.01,2.08,x
7510,0.16,2.78,x
7511,0.3,3.37,x
7512,0.33,5.73,y
7513,0.02,4.08,y
7514,0.05,1.45,y
7515,0.25,5.84,x
7516,0.26,4.51,x
7517,0.46,3.67,z
7518,0.64,6.51,x
7519,0.38,6.24,x
7520,0.22,5.39,x
7521,0.38,5.36,z
7522,0.6,5.13,x
7523,0.31,4.16,z
7524,0.45,6.3,z
7525,0.32,4.5,y
7526,0.05,3.94,x
7527,0.76,6.37,z
7528,0.16,4.65,z
7529,0.73,8.19,x
7530,0.04,4.2,x
7531,0.23,3.29,y
7532,0.13,6.25,x
7533,0.93,5.34,y
7534,0.94,5.43,y
7535,0.83,5.16,y
7536,0.22,5.13,y
7537,0.95,-0.15,y
7538,0.26,5.34,z
7539,0.69,6.34,z
7540,0.17,1.56,y
7541,0.73,4.53,x
7542,0.77,7.07,x
7543,0.37,2.7,z
7544,0.75,6.62,x
7545,0.56,0.63,z
7546,0.9,3.84,z
7547,0.93,7.26,y
7548,0.84,7,x
7549,0.68,3.82,x
7550,0.32,2.63,x
7551,0.63,4.76,y
7552,0.72,6.7,z
7553,0.68,4.33,z
7554,0.66,5.48,z
7555,0.37,4.18,x
7556,0.94,2.29,y
7557,0.13,5.92,x
7558,0.59,-0.39,z
7559,0.45,6.4,x
7560,0.62,9.35,z
7561,0.22,3.07,x
7562,0.29,6.86,y
7563,0.25,3.42,x
7564,0.55,8.18,z
7565,0.02,4.3,y
7566,0.83,4.35,y
7567,0.96,6.13,z
7568,0.93,7.14,x
7569,0.93,4.24,z
7570,0.78,5.82,x
7571,0.34,3.96,z
7572,0.7,7.22,x
7573,0.1,6.54,x
7574,0.71,5.32,y
7575,0.89,6.21,x
7576,0.56,6.54,z
7577,0.43,5.99,y
7578,0.34,3.66,z
7579,0.41,4.37,x
7580,0.53,6.76,z
7581,0.73,3.63,x
7582,0.11,3.28,y
7583,0.92,4.56,z
7584,0.35,7.76,x
7585,0.19,8.41,x
7586,0.74,1.61,z
7587,0.5,2.97,z
7588,0.73,4.15,x
7589,0.45,6.51,x
7590,0.33,6.64,x
7591,0.03,3.86,x
7592,0.56,5.26,x
7593,0.38,4.35,z
7594,0.3,2.92,y
7595,0.1,6.11,z
7596,0.13,5.09,z
7597,0.65,0.92,x
7598,0.2,3.89,y
7599,0.39,5.47,z
7600,0.02,2.94,y
7601,0.46,2.8,z
7602,0.23,5.7,z
7603,0.62,5.99,y
7604,0.4,6.29,z
7605,0.55,5.52,x
7606,0.27,3.59,x
7607,0.28,2.6,y
7608,0.54,4.48,z
7609,0.52,4.63,x
7610,0.21,4.24,y
7611,0.36,5.31,y
7612,0.91,7.12,z
7613,0.8,6.76,z
7614,0.51,2.6,z
7615,0.47,6.12,z
7616,0.21,5.57,x
7617,0.55,5.52,y
7618,0.19,5.99,y
7619,0.64,6.45,x
7620,0.11,4.75,z
7621,0.91,2.53,z
7622,0.15,8.08,z
7623,0.45,1.75,y
7624,0.8,5.59,z
7625,0.84,4.78,x
7626,0.2,7.13,x
7627,0.24,4.57,y
7628,0.02,6.89,y
7629,0.91,0.02,x
